步数,精度
0, 0.02 
100, 0.18 
200, 0.14 
300, 0.15 
400, 0.61 
500, 0.52 
600, 0.66 
700, 0.68 
800, 0.76 
900, 0.66 
1000, 0.75 
1100, 0.65 
1200, 0.68 
1300, 0.69 
1400, 0.68 
1500, 0.74 
1600, 0.73 
1700, 0.71 
1800, 0.71 
1900, 0.71 
2000, 0.73 
2100, 0.78 
2200, 0.74 
2300, 0.71 
2400, 0.73 
2500, 0.85 
2600, 0.76 
2700, 0.83 
2800, 0.79 
2900, 0.82 
3000, 0.87 
3100, 0.92 
3200, 0.81 
3300, 0.77 
3400, 0.85 
3500, 0.82 
3600, 0.83 
3700, 0.86 
3800, 0.84 
3900, 0.91 
4000, 0.89 
4100, 0.93 
4200, 0.86 
4300, 0.93 
4400, 0.92 
4500, 0.92 
4600, 0.91 
4700, 0.92 
4800, 0.96 
4900, 0.91 
5000, 0.88 
5100, 0.89 
5200, 0.88 
5300, 0.83 
5400, 0.9 
5500, 0.85 
5600, 0.95 
5700, 0.89 
5800, 0.93 
5900, 0.91 
6000, 0.93 
6100, 0.91 
6200, 0.94 
6300, 0.92 
6400, 0.91 
6500, 0.95 
6600, 0.95 
6700, 0.93 
6800, 0.96 
6900, 0.97 
7000, 0.93 
7100, 0.94 
7200, 0.96 
7300, 0.89 
7400, 0.94 
7500, 0.91 
7600, 0.91 
7700, 0.96 
7800, 0.96 
7900, 0.92 
8000, 0.92 
8100, 0.95 
8200, 0.93 
8300, 0.93 
8400, 0.92 
8500, 0.97 
8600, 0.93 
8700, 0.98 
8800, 0.94 
8900, 0.98 
9000, 0.93 
9100, 0.95 
9200, 0.91 
9300, 0.93 
9400, 0.99 
9500, 0.93 
9600, 0.92 
9700, 0.93 
9800, 0.94 
9900, 0.98 
10000, 0.95 
10100, 0.93 
10200, 0.94 
10300, 0.92 
10400, 0.94 
10500, 0.96 
10600, 0.96 
10700, 0.93 
10800, 0.92 
10900, 0.9 
11000, 0.96 
11100, 0.92 
11200, 0.93 
11300, 0.94 
11400, 0.95 
11500, 0.95 
11600, 0.96 
11700, 0.97 
11800, 0.98 
11900, 0.83 
12000, 0.93 
12100, 0.97 
12200, 0.96 
12300, 0.9 
12400, 0.96 
12500, 0.94 
12600, 0.92 
12700, 0.94 
12800, 0.93 
12900, 0.98 
13000, 0.98 
13100, 0.95 
13200, 0.95 
13300, 0.94 
13400, 0.99 
13500, 0.95 
13600, 0.96 
13700, 0.93 
13800, 0.97 
13900, 0.96 
14000, 0.95 
14100, 0.91 
14200, 0.97 
14300, 0.92 
14400, 0.98 
14500, 0.95 
14600, 0.96 
14700, 0.98 
14800, 0.99 
14900, 0.95 
