步数,精度
0, 0.07 
100, 0.15 
200, 0.13 
300, 0.13 
400, 0.45 
500, 0.63 
600, 0.58 
700, 0.68 
800, 0.75 
900, 0.77 
1000, 0.71 
1100, 0.68 
1200, 0.61 
1300, 0.7 
1400, 0.67 
1500, 0.66 
1600, 0.75 
1700, 0.76 
1800, 0.64 
1900, 0.79 
2000, 0.77 
2100, 0.75 
2200, 0.75 
2300, 0.75 
2400, 0.79 
2500, 0.72 
2600, 0.76 
2700, 0.83 
2800, 0.87 
2900, 0.84 
3000, 0.77 
3100, 0.89 
3200, 0.78 
3300, 0.9 
3400, 0.9 
3500, 0.87 
3600, 0.83 
3700, 0.9 
3800, 0.87 
3900, 0.87 
4000, 0.89 
4100, 0.86 
4200, 0.92 
4300, 0.93 
4400, 0.88 
4500, 0.89 
4600, 0.9 
4700, 0.82 
4800, 0.89 
4900, 0.9 
5000, 0.89 
5100, 0.95 
5200, 0.86 
5300, 0.93 
5400, 0.86 
5500, 0.88 
5600, 0.89 
5700, 0.86 
5800, 0.93 
5900, 0.94 
6000, 0.85 
6100, 0.93 
6200, 0.88 
6300, 0.88 
6400, 0.92 
6500, 0.89 
6600, 0.9 
6700, 0.92 
6800, 0.92 
6900, 0.95 
7000, 0.92 
7100, 0.94 
7200, 0.91 
7300, 0.92 
7400, 0.9 
7500, 0.92 
7600, 0.93 
7700, 0.89 
7800, 0.9 
7900, 0.97 
8000, 0.97 
8100, 0.94 
8200, 0.91 
8300, 0.91 
8400, 0.97 
8500, 0.92 
8600, 0.89 
8700, 0.88 
8800, 0.92 
8900, 0.95 
9000, 0.85 
9100, 0.92 
9200, 0.93 
9300, 0.93 
9400, 0.96 
9500, 0.9 
9600, 0.96 
9700, 0.93 
9800, 0.94 
9900, 0.94 
10000, 0.97 
10100, 0.93 
10200, 0.95 
10300, 0.9 
10400, 0.94 
10500, 0.96 
10600, 0.9 
10700, 0.97 
10800, 0.94 
10900, 0.93 
11000, 0.96 
11100, 0.95 
11200, 0.93 
11300, 0.93 
11400, 0.96 
11500, 0.96 
11600, 0.91 
11700, 0.96 
11800, 0.9 
11900, 0.95 
12000, 0.98 
12100, 0.95 
12200, 0.91 
12300, 0.93 
12400, 0.89 
12500, 0.87 
12600, 0.93 
12700, 0.95 
12800, 0.99 
12900, 0.98 
13000, 0.94 
13100, 0.92 
13200, 0.91 
13300, 0.98 
13400, 0.98 
13500, 0.92 
13600, 0.97 
13700, 0.93 
13800, 0.95 
13900, 0.91 
14000, 0.93 
14100, 0.96 
14200, 0.95 
14300, 0.99 
14400, 0.96 
14500, 0.95 
14600, 0.94 
14700, 0.98 
14800, 0.95 
14900, 0.92 
