步数,精度
0, 0.17 
100, 0.14 
200, 0.15 
300, 0.16 
400, 0.52 
500, 0.55 
600, 0.75 
700, 0.67 
800, 0.74 
900, 0.72 
1000, 0.71 
1100, 0.73 
1200, 0.7 
1300, 0.7 
1400, 0.62 
1500, 0.69 
1600, 0.75 
1700, 0.73 
1800, 0.73 
1900, 0.74 
2000, 0.72 
2100, 0.8 
2200, 0.69 
2300, 0.75 
2400, 0.73 
2500, 0.75 
2600, 0.76 
2700, 0.76 
2800, 0.82 
2900, 0.83 
3000, 0.79 
3100, 0.82 
3200, 0.87 
3300, 0.89 
3400, 0.89 
3500, 0.86 
3600, 0.9 
3700, 0.83 
3800, 0.86 
3900, 0.89 
4000, 0.83 
4100, 0.84 
4200, 0.93 
4300, 0.89 
4400, 0.94 
4500, 0.87 
4600, 0.86 
4700, 0.96 
4800, 0.94 
4900, 0.95 
5000, 0.86 
5100, 0.92 
5200, 0.78 
5300, 0.84 
5400, 0.94 
5500, 0.97 
5600, 0.94 
5700, 0.89 
5800, 0.95 
5900, 0.91 
6000, 0.92 
6100, 0.95 
6200, 0.91 
6300, 0.91 
6400, 0.94 
6500, 0.91 
6600, 0.9 
6700, 0.93 
6800, 0.88 
6900, 0.93 
7000, 0.93 
7100, 0.96 
7200, 0.92 
7300, 0.95 
7400, 0.94 
7500, 0.95 
7600, 0.91 
7700, 0.91 
7800, 0.92 
7900, 0.9 
8000, 0.99 
8100, 0.96 
8200, 0.95 
8300, 0.97 
8400, 0.93 
8500, 0.91 
8600, 0.92 
8700, 0.93 
8800, 0.92 
8900, 0.93 
9000, 0.95 
9100, 0.97 
9200, 0.92 
9300, 0.94 
9400, 0.95 
9500, 0.96 
9600, 0.94 
9700, 0.92 
9800, 0.94 
9900, 0.88 
10000, 0.94 
10100, 0.94 
10200, 0.94 
10300, 0.92 
10400, 0.98 
10500, 0.96 
10600, 0.97 
10700, 0.91 
10800, 0.88 
10900, 0.91 
11000, 0.95 
11100, 0.91 
11200, 0.97 
11300, 0.98 
11400, 0.94 
11500, 0.93 
11600, 0.94 
11700, 0.92 
11800, 0.96 
11900, 0.92 
12000, 0.94 
12100, 0.93 
12200, 0.98 
12300, 0.94 
12400, 0.86 
12500, 0.94 
12600, 0.95 
12700, 0.93 
12800, 0.96 
12900, 0.96 
13000, 0.98 
13100, 0.93 
13200, 0.93 
13300, 0.97 
13400, 0.84 
13500, 0.93 
13600, 0.94 
13700, 0.93 
13800, 0.94 
13900, 0.92 
14000, 0.96 
14100, 1 
14200, 0.94 
14300, 0.95 
14400, 0.94 
14500, 0.92 
14600, 0.98 
14700, 0.97 
14800, 0.92 
14900, 0.94 
