步数,精度
0, 0.05 
100, 0.26 
200, 0.21 
300, 0.4 
400, 0.51 
500, 0.63 
600, 0.63 
700, 0.66 
800, 0.72 
900, 0.76 
1000, 0.66 
1100, 0.73 
1200, 0.76 
1300, 0.67 
1400, 0.65 
1500, 0.73 
1600, 0.68 
1700, 0.67 
1800, 0.73 
1900, 0.79 
2000, 0.67 
2100, 0.73 
2200, 0.76 
2300, 0.76 
2400, 0.73 
2500, 0.77 
2600, 0.7 
2700, 0.86 
2800, 0.75 
2900, 0.79 
3000, 0.69 
3100, 0.65 
3200, 0.74 
3300, 0.77 
3400, 0.77 
3500, 0.9 
3600, 0.81 
3700, 0.79 
3800, 0.86 
3900, 0.83 
4000, 0.85 
4100, 0.74 
4200, 0.86 
4300, 0.82 
4400, 0.89 
4500, 0.84 
4600, 0.86 
4700, 0.89 
4800, 0.92 
4900, 0.88 
5000, 0.81 
5100, 0.94 
5200, 0.89 
5300, 0.92 
5400, 0.96 
5500, 0.92 
5600, 0.93 
5700, 0.92 
5800, 0.92 
5900, 0.92 
6000, 0.91 
6100, 0.91 
6200, 0.85 
6300, 0.92 
6400, 0.9 
6500, 0.92 
6600, 0.92 
6700, 0.91 
6800, 0.94 
6900, 0.93 
7000, 0.96 
7100, 0.93 
7200, 0.93 
7300, 0.91 
7400, 0.93 
7500, 0.91 
7600, 0.9 
7700, 0.98 
7800, 0.91 
7900, 0.89 
8000, 0.94 
8100, 0.93 
8200, 0.91 
8300, 0.94 
8400, 0.91 
8500, 0.97 
8600, 0.92 
8700, 0.95 
8800, 0.97 
8900, 0.95 
9000, 0.91 
9100, 0.91 
9200, 0.96 
9300, 0.94 
9400, 0.96 
9500, 0.92 
9600, 0.96 
9700, 0.94 
9800, 0.92 
9900, 0.94 
10000, 0.97 
10100, 0.99 
10200, 0.93 
10300, 0.95 
10400, 0.96 
10500, 0.98 
10600, 0.96 
10700, 0.96 
10800, 0.88 
10900, 0.95 
11000, 0.99 
11100, 0.93 
11200, 0.95 
11300, 0.97 
11400, 0.94 
11500, 0.96 
11600, 0.92 
11700, 0.9 
11800, 0.92 
11900, 0.95 
12000, 0.95 
12100, 0.92 
12200, 0.94 
12300, 0.91 
12400, 0.96 
12500, 0.89 
12600, 0.93 
12700, 0.98 
12800, 0.96 
12900, 0.92 
13000, 0.96 
13100, 0.97 
13200, 0.97 
13300, 0.97 
13400, 0.95 
13500, 0.98 
13600, 0.95 
13700, 0.95 
13800, 0.96 
13900, 0.96 
14000, 0.97 
14100, 0.94 
14200, 0.92 
14300, 0.95 
14400, 0.97 
14500, 0.94 
14600, 0.92 
14700, 0.96 
14800, 0.98 
14900, 0.93 
