步数,精度
0, 0.03 
100, 0.16 
200, 0.16 
300, 0.58 
400, 0.62 
500, 0.66 
600, 0.71 
700, 0.61 
800, 0.62 
900, 0.73 
1000, 0.66 
1100, 0.66 
1200, 0.78 
1300, 0.74 
1400, 0.74 
1500, 0.66 
1600, 0.7 
1700, 0.63 
1800, 0.65 
1900, 0.75 
2000, 0.74 
2100, 0.77 
2200, 0.71 
2300, 0.74 
2400, 0.69 
2500, 0.65 
2600, 0.68 
2700, 0.69 
2800, 0.74 
2900, 0.74 
3000, 0.76 
3100, 0.82 
3200, 0.82 
3300, 0.83 
3400, 0.83 
3500, 0.88 
3600, 0.83 
3700, 0.86 
3800, 0.83 
3900, 0.88 
4000, 0.88 
4100, 0.95 
4200, 0.9 
4300, 0.89 
4400, 0.85 
4500, 0.79 
4600, 0.92 
4700, 0.88 
4800, 0.91 
4900, 0.92 
5000, 0.86 
5100, 0.92 
5200, 0.91 
5300, 0.93 
5400, 0.92 
5500, 0.92 
5600, 0.89 
5700, 0.94 
5800, 0.94 
5900, 0.94 
6000, 0.88 
6100, 0.93 
6200, 0.91 
6300, 0.92 
6400, 0.93 
6500, 0.91 
6600, 0.88 
6700, 0.92 
6800, 0.88 
6900, 0.96 
7000, 0.94 
7100, 0.93 
7200, 0.91 
7300, 0.84 
7400, 0.93 
7500, 0.94 
7600, 0.82 
7700, 0.94 
7800, 0.94 
7900, 0.94 
8000, 0.95 
8100, 0.95 
8200, 0.93 
8300, 0.92 
8400, 0.96 
8500, 0.9 
8600, 0.92 
8700, 0.9 
8800, 0.92 
8900, 0.93 
9000, 0.93 
9100, 0.86 
9200, 0.86 
9300, 0.94 
9400, 0.94 
9500, 0.94 
9600, 0.94 
9700, 0.98 
9800, 0.97 
9900, 0.96 
10000, 0.88 
10100, 0.93 
10200, 0.93 
10300, 0.94 
10400, 0.94 
10500, 0.94 
10600, 0.96 
10700, 0.99 
10800, 0.9 
10900, 0.97 
11000, 0.92 
11100, 0.99 
11200, 0.95 
11300, 0.98 
11400, 0.92 
11500, 0.95 
11600, 0.93 
11700, 0.94 
11800, 0.93 
11900, 0.9 
12000, 0.96 
12100, 0.92 
12200, 0.94 
12300, 0.94 
12400, 0.98 
12500, 0.96 
12600, 0.96 
12700, 0.94 
12800, 0.95 
12900, 0.94 
13000, 0.98 
13100, 0.99 
13200, 0.96 
13300, 0.94 
13400, 0.94 
13500, 0.95 
13600, 0.97 
13700, 0.96 
13800, 0.96 
13900, 0.96 
14000, 0.94 
14100, 0.89 
14200, 0.96 
14300, 0.9 
14400, 0.93 
14500, 0.93 
14600, 0.97 
14700, 0.97 
14800, 0.96 
14900, 0.96 
