步数,精度
0, 0.07 
100, 0.18 
200, 0.13 
300, 0.48 
400, 0.52 
500, 0.58 
600, 0.61 
700, 0.68 
800, 0.68 
900, 0.69 
1000, 0.62 
1100, 0.75 
1200, 0.65 
1300, 0.74 
1400, 0.62 
1500, 0.72 
1600, 0.74 
1700, 0.74 
1800, 0.69 
1900, 0.66 
2000, 0.6 
2100, 0.7 
2200, 0.68 
2300, 0.82 
2400, 0.64 
2500, 0.79 
2600, 0.79 
2700, 0.7 
2800, 0.7 
2900, 0.77 
3000, 0.76 
3100, 0.75 
3200, 0.71 
3300, 0.78 
3400, 0.74 
3500, 0.73 
3600, 0.77 
3700, 0.8 
3800, 0.81 
3900, 0.85 
4000, 0.82 
4100, 0.89 
4200, 0.8 
4300, 0.83 
4400, 0.81 
4500, 0.92 
4600, 0.85 
4700, 0.86 
4800, 0.89 
4900, 0.87 
5000, 0.86 
5100, 0.92 
5200, 0.9 
5300, 0.9 
5400, 0.87 
5500, 0.87 
5600, 0.8 
5700, 0.88 
5800, 0.88 
5900, 0.9 
6000, 0.89 
6100, 0.81 
6200, 0.88 
6300, 0.96 
6400, 0.91 
6500, 0.9 
6600, 0.86 
6700, 0.92 
6800, 0.92 
6900, 0.94 
7000, 0.93 
7100, 0.92 
7200, 0.87 
7300, 0.9 
7400, 0.86 
7500, 0.9 
7600, 0.96 
7700, 0.96 
7800, 0.92 
7900, 0.9 
8000, 0.85 
8100, 0.97 
8200, 0.95 
8300, 0.95 
8400, 0.96 
8500, 0.91 
8600, 0.94 
8700, 0.93 
8800, 0.96 
8900, 0.89 
9000, 0.95 
9100, 0.88 
9200, 0.94 
9300, 0.93 
9400, 0.96 
9500, 0.97 
9600, 0.97 
9700, 0.98 
9800, 0.95 
9900, 0.99 
10000, 0.97 
10100, 0.97 
10200, 0.94 
10300, 0.92 
10400, 0.91 
10500, 0.94 
10600, 0.96 
10700, 0.97 
10800, 0.96 
10900, 0.91 
11000, 0.95 
11100, 0.97 
11200, 0.92 
11300, 0.97 
11400, 0.97 
11500, 0.96 
11600, 0.95 
11700, 0.96 
11800, 0.95 
11900, 0.96 
12000, 0.97 
12100, 0.96 
12200, 0.97 
12300, 0.95 
12400, 0.98 
12500, 0.94 
12600, 0.96 
12700, 0.98 
12800, 0.98 
12900, 0.9 
13000, 0.95 
13100, 0.97 
13200, 0.98 
13300, 0.95 
13400, 0.98 
13500, 0.96 
13600, 0.97 
13700, 0.97 
13800, 0.97 
13900, 0.99 
14000, 0.98 
14100, 1 
14200, 0.94 
14300, 0.97 
14400, 1 
14500, 0.99 
14600, 0.98 
14700, 0.96 
14800, 0.97 
14900, 0.93 
