步数,精度
0, 0.06 
100, 0.15 
200, 0.21 
300, 0.23 
400, 0.41 
500, 0.52 
600, 0.6 
700, 0.64 
800, 0.59 
900, 0.65 
1000, 0.58 
1100, 0.68 
1200, 0.74 
1300, 0.74 
1400, 0.69 
1500, 0.68 
1600, 0.75 
1700, 0.72 
1800, 0.74 
1900, 0.65 
2000, 0.61 
2100, 0.67 
2200, 0.75 
2300, 0.73 
2400, 0.67 
2500, 0.68 
2600, 0.66 
2700, 0.75 
2800, 0.81 
2900, 0.65 
3000, 0.75 
3100, 0.68 
3200, 0.71 
3300, 0.78 
3400, 0.71 
3500, 0.69 
3600, 0.7 
3700, 0.8 
3800, 0.69 
3900, 0.74 
4000, 0.72 
4100, 0.72 
4200, 0.73 
4300, 0.72 
4400, 0.78 
4500, 0.68 
4600, 0.75 
4700, 0.74 
4800, 0.75 
4900, 0.76 
5000, 0.78 
5100, 0.81 
5200, 0.72 
5300, 0.79 
5400, 0.84 
5500, 0.86 
5600, 0.77 
5700, 0.85 
5800, 0.81 
5900, 0.78 
6000, 0.78 
6100, 0.79 
6200, 0.87 
6300, 0.86 
6400, 0.84 
6500, 0.76 
6600, 0.79 
6700, 0.91 
6800, 0.81 
6900, 0.83 
7000, 0.78 
7100, 0.85 
7200, 0.86 
7300, 0.9 
7400, 0.89 
7500, 0.88 
7600, 0.87 
7700, 0.83 
7800, 0.89 
7900, 0.88 
8000, 0.9 
8100, 0.83 
8200, 0.88 
8300, 0.9 
8400, 0.87 
8500, 0.89 
8600, 0.85 
8700, 0.91 
8800, 0.93 
8900, 0.8 
9000, 0.89 
9100, 0.9 
9200, 0.87 
9300, 0.86 
9400, 0.92 
9500, 0.9 
9600, 0.94 
9700, 0.87 
9800, 0.85 
9900, 0.9 
10000, 0.92 
10100, 0.89 
10200, 0.95 
10300, 0.9 
10400, 0.96 
10500, 0.87 
10600, 0.93 
10700, 0.95 
10800, 0.83 
10900, 0.91 
11000, 0.9 
11100, 0.91 
11200, 0.96 
11300, 0.95 
11400, 0.92 
11500, 0.94 
11600, 0.91 
11700, 0.92 
11800, 0.91 
11900, 0.95 
12000, 0.92 
12100, 0.94 
12200, 0.93 
12300, 0.95 
12400, 0.93 
12500, 0.95 
12600, 0.91 
12700, 0.88 
12800, 0.91 
12900, 0.95 
13000, 0.93 
13100, 0.93 
13200, 0.9 
13300, 0.94 
13400, 0.91 
13500, 0.94 
13600, 0.97 
13700, 0.95 
13800, 0.91 
13900, 0.96 
14000, 0.91 
14100, 0.89 
14200, 0.95 
14300, 0.91 
14400, 0.95 
14500, 0.94 
14600, 0.96 
14700, 0.97 
14800, 0.97 
14900, 0.92 
