步数,精度
0, 0.05 
100, 0.18 
200, 0.19 
300, 0.31 
400, 0.66 
500, 0.61 
600, 0.66 
700, 0.63 
800, 0.63 
900, 0.7 
1000, 0.64 
1100, 0.68 
1200, 0.72 
1300, 0.66 
1400, 0.71 
1500, 0.67 
1600, 0.71 
1700, 0.66 
1800, 0.72 
1900, 0.73 
2000, 0.8 
2100, 0.78 
2200, 0.74 
2300, 0.71 
2400, 0.69 
2500, 0.65 
2600, 0.76 
2700, 0.63 
2800, 0.71 
2900, 0.68 
3000, 0.66 
3100, 0.7 
3200, 0.73 
3300, 0.71 
3400, 0.79 
3500, 0.77 
3600, 0.8 
3700, 0.8 
3800, 0.77 
3900, 0.71 
4000, 0.77 
4100, 0.81 
4200, 0.69 
4300, 0.77 
4400, 0.85 
4500, 0.84 
4600, 0.8 
4700, 0.86 
4800, 0.86 
4900, 0.8 
5000, 0.84 
5100, 0.84 
5200, 0.86 
5300, 0.87 
5400, 0.87 
5500, 0.91 
5600, 0.91 
5700, 0.88 
5800, 0.92 
5900, 0.86 
6000, 0.92 
6100, 0.9 
6200, 0.89 
6300, 0.87 
6400, 0.89 
6500, 0.84 
6600, 0.9 
6700, 0.92 
6800, 0.91 
6900, 0.88 
7000, 0.79 
7100, 0.91 
7200, 0.91 
7300, 0.88 
7400, 0.9 
7500, 0.94 
7600, 0.94 
7700, 0.93 
7800, 0.91 
7900, 0.89 
8000, 0.93 
8100, 0.91 
8200, 0.96 
8300, 0.92 
8400, 0.92 
8500, 0.91 
8600, 0.91 
8700, 0.93 
8800, 0.94 
8900, 0.95 
9000, 0.94 
9100, 0.83 
9200, 0.94 
9300, 0.95 
9400, 0.95 
9500, 0.94 
9600, 0.96 
9700, 0.93 
9800, 0.96 
9900, 0.97 
10000, 0.97 
10100, 0.95 
10200, 0.95 
10300, 0.94 
10400, 0.97 
10500, 0.99 
10600, 0.9 
10700, 0.93 
10800, 0.97 
10900, 0.97 
11000, 0.95 
11100, 0.91 
11200, 0.95 
11300, 0.97 
11400, 0.96 
11500, 0.95 
11600, 0.98 
11700, 0.93 
11800, 0.96 
11900, 0.97 
12000, 0.96 
12100, 0.91 
12200, 0.97 
12300, 0.95 
12400, 0.95 
12500, 0.97 
12600, 0.98 
12700, 0.97 
12800, 0.99 
12900, 1 
13000, 0.99 
13100, 0.98 
13200, 0.98 
13300, 0.99 
13400, 0.98 
13500, 0.97 
13600, 0.99 
13700, 1 
13800, 0.96 
13900, 0.95 
14000, 0.96 
14100, 1 
14200, 0.99 
14300, 1 
14400, 0.97 
14500, 1 
14600, 0.95 
14700, 0.97 
14800, 0.99 
14900, 0.98 
