步数,精度
0, 0.1 
100, 0.12 
200, 0.21 
300, 0.22 
400, 0.47 
500, 0.65 
600, 0.62 
700, 0.61 
800, 0.68 
900, 0.6 
1000, 0.68 
1100, 0.63 
1200, 0.67 
1300, 0.7 
1400, 0.64 
1500, 0.68 
1600, 0.66 
1700, 0.75 
1800, 0.69 
1900, 0.65 
2000, 0.74 
2100, 0.68 
2200, 0.63 
2300, 0.72 
2400, 0.69 
2500, 0.69 
2600, 0.73 
2700, 0.66 
2800, 0.67 
2900, 0.71 
3000, 0.74 
3100, 0.74 
3200, 0.77 
3300, 0.78 
3400, 0.79 
3500, 0.75 
3600, 0.72 
3700, 0.84 
3800, 0.73 
3900, 0.75 
4000, 0.75 
4100, 0.86 
4200, 0.81 
4300, 0.84 
4400, 0.8 
4500, 0.89 
4600, 0.8 
4700, 0.8 
4800, 0.83 
4900, 0.83 
5000, 0.83 
5100, 0.88 
5200, 0.74 
5300, 0.82 
5400, 0.88 
5500, 0.88 
5600, 0.82 
5700, 0.87 
5800, 0.89 
5900, 0.85 
6000, 0.88 
6100, 0.92 
6200, 0.89 
6300, 0.85 
6400, 0.91 
6500, 0.87 
6600, 0.85 
6700, 0.95 
6800, 0.88 
6900, 0.91 
7000, 0.89 
7100, 0.91 
7200, 0.93 
7300, 0.95 
7400, 0.91 
7500, 0.96 
7600, 0.89 
7700, 0.92 
7800, 0.84 
7900, 0.92 
8000, 0.97 
8100, 0.91 
8200, 0.92 
8300, 0.94 
8400, 0.91 
8500, 0.92 
8600, 0.95 
8700, 0.96 
8800, 0.97 
8900, 0.93 
9000, 0.89 
9100, 0.92 
9200, 0.91 
9300, 0.98 
9400, 0.93 
9500, 0.93 
9600, 0.93 
9700, 0.96 
9800, 0.91 
9900, 0.88 
10000, 0.97 
10100, 0.93 
10200, 0.97 
10300, 0.92 
10400, 0.98 
10500, 0.96 
10600, 0.91 
10700, 0.93 
10800, 0.98 
10900, 0.93 
11000, 0.97 
11100, 0.96 
11200, 0.97 
11300, 0.97 
11400, 0.97 
11500, 0.94 
11600, 0.99 
11700, 0.96 
11800, 0.99 
11900, 0.95 
12000, 0.94 
12100, 0.95 
12200, 0.98 
12300, 0.94 
12400, 0.92 
12500, 0.9 
12600, 0.97 
12700, 0.97 
12800, 0.94 
12900, 0.99 
13000, 0.97 
13100, 0.89 
13200, 0.96 
13300, 0.95 
13400, 0.98 
13500, 0.98 
13600, 0.97 
13700, 0.97 
13800, 0.95 
13900, 0.96 
14000, 0.96 
14100, 0.98 
14200, 0.98 
14300, 0.95 
14400, 0.99 
14500, 0.98 
14600, 0.95 
14700, 0.98 
14800, 0.96 
14900, 0.99 
