步数,精度
0, 0.03 
100, 0.2 
200, 0.14 
300, 0.52 
400, 0.6 
500, 0.65 
600, 0.65 
700, 0.65 
800, 0.67 
900, 0.72 
1000, 0.71 
1100, 0.68 
1200, 0.7 
1300, 0.68 
1400, 0.74 
1500, 0.66 
1600, 0.7 
1700, 0.72 
1800, 0.78 
1900, 0.76 
2000, 0.75 
2100, 0.71 
2200, 0.68 
2300, 0.66 
2400, 0.75 
2500, 0.71 
2600, 0.81 
2700, 0.67 
2800, 0.8 
2900, 0.73 
3000, 0.75 
3100, 0.74 
3200, 0.72 
3300, 0.77 
3400, 0.79 
3500, 0.75 
3600, 0.75 
3700, 0.81 
3800, 0.77 
3900, 0.78 
4000, 0.76 
4100, 0.68 
4200, 0.78 
4300, 0.85 
4400, 0.77 
4500, 0.76 
4600, 0.71 
4700, 0.77 
4800, 0.8 
4900, 0.86 
5000, 0.9 
5100, 0.82 
5200, 0.85 
5300, 0.78 
5400, 0.74 
5500, 0.84 
5600, 0.9 
5700, 0.87 
5800, 0.81 
5900, 0.85 
6000, 0.93 
6100, 0.91 
6200, 0.86 
6300, 0.93 
6400, 0.91 
6500, 0.94 
6600, 0.91 
6700, 0.94 
6800, 0.95 
6900, 0.87 
7000, 0.92 
7100, 0.89 
7200, 0.98 
7300, 0.94 
7400, 0.9 
7500, 0.92 
7600, 0.93 
7700, 0.89 
7800, 0.94 
7900, 0.91 
8000, 0.87 
8100, 0.94 
8200, 0.89 
8300, 0.98 
8400, 0.91 
8500, 0.94 
8600, 0.95 
8700, 0.97 
8800, 0.9 
8900, 0.92 
9000, 0.92 
9100, 0.91 
9200, 0.94 
9300, 0.94 
9400, 0.93 
9500, 0.98 
9600, 0.88 
9700, 0.99 
9800, 0.94 
9900, 0.94 
10000, 0.96 
10100, 0.92 
10200, 0.94 
10300, 0.96 
10400, 0.94 
10500, 0.92 
10600, 0.93 
10700, 0.96 
10800, 0.94 
10900, 0.94 
11000, 0.96 
11100, 0.94 
11200, 0.92 
11300, 0.94 
11400, 0.94 
11500, 0.94 
11600, 0.86 
11700, 0.96 
11800, 0.91 
11900, 0.98 
12000, 0.92 
12100, 0.95 
12200, 0.97 
12300, 0.98 
12400, 0.95 
12500, 0.94 
12600, 0.93 
12700, 0.94 
12800, 0.98 
12900, 0.97 
13000, 0.95 
13100, 0.95 
13200, 0.97 
13300, 0.99 
13400, 0.98 
13500, 0.99 
13600, 0.95 
13700, 0.99 
13800, 0.93 
13900, 0.95 
14000, 0.94 
14100, 0.88 
14200, 0.98 
14300, 0.99 
14400, 0.99 
14500, 0.96 
14600, 0.96 
14700, 0.98 
14800, 0.98 
14900, 0.97 
