步数,精度
0, 0.181818 
100, 0.181818 
200, 0.181818 
300, 0.527273 
400, 0.690909 
500, 0.690909 
600, 0.709091 
700, 0.727273 
800, 0.781818 
900, 0.781818 
1000, 0.781818 
1100, 0.763636 
1200, 0.727273 
1300, 0.763636 
1400, 0.763636 
1500, 0.781818 
1600, 0.836364 
1700, 0.709091 
1800, 0.781818 
1900, 0.763636 
2000, 0.763636 
2100, 0.872727 
2200, 0.836364 
2300, 0.890909 
2400, 0.8 
2500, 0.872727 
2600, 0.818182 
2700, 0.781818 
2800, 0.909091 
2900, 0.854545 
3000, 0.854545 
3100, 0.927273 
3200, 0.890909 
3300, 0.745455 
3400, 0.927273 
3500, 0.890909 
3600, 0.890909 
3700, 0.909091 
3800, 0.872727 
3900, 0.818182 
4000, 0.909091 
4100, 0.909091 
4200, 0.818182 
4300, 0.854545 
4400, 0.945455 
4500, 0.927273 
4600, 0.909091 
4700, 0.927273 
4800, 0.890909 
4900, 0.818182 
5000, 0.854545 
5100, 0.927273 
5200, 0.927273 
5300, 0.927273 
5400, 0.927273 
5500, 0.927273 
5600, 0.927273 
5700, 0.927273 
5800, 0.854545 
5900, 0.945454 
6000, 0.927273 
6100, 0.872727 
6200, 0.854545 
6300, 0.909091 
6400, 0.927273 
6500, 0.945454 
6600, 0.909091 
6700, 0.945454 
6800, 0.890909 
6900, 0.945454 
7000, 0.927273 
7100, 0.945454 
7200, 0.945454 
7300, 0.927273 
7400, 0.963636 
7500, 0.945454 
7600, 0.945455 
7700, 0.945454 
7800, 0.945454 
7900, 0.945454 
8000, 0.872727 
8100, 0.909091 
8200, 0.945455 
8300, 0.890909 
8400, 0.890909 
8500, 0.909091 
8600, 0.945454 
8700, 0.945455 
8800, 0.945455 
8900, 0.945455 
9000, 0.945455 
9100, 0.927273 
9200, 0.890909 
9300, 0.945454 
9400, 0.890909 
9500, 0.945454 
9600, 0.963636 
9700, 0.927273 
9800, 0.963636 
9900, 0.963636 
10000, 0.963636 
10100, 0.945454 
10200, 0.981818 
10300, 0.981818 
10400, 0.963636 
10500, 0.945454 
10600, 0.945455 
10700, 0.963636 
10800, 0.890909 
10900, 0.945454 
11000, 0.927273 
11100, 0.963636 
11200, 0.981818 
11300, 0.981818 
11400, 0.981818 
11500, 0.927273 
11600, 0.909091 
11700, 0.981818 
11800, 0.945454 
11900, 0.927273 
12000, 0.963636 
12100, 0.981818 
12200, 0.963636 
12300, 0.927273 
12400, 0.981818 
12500, 0.927273 
12600, 0.981818 
12700, 0.981818 
12800, 0.981818 
12900, 0.854545 
13000, 0.927273 
13100, 0.963636 
13200, 0.981818 
13300, 0.981818 
13400, 0.981818 
13500, 0.981818 
13600, 0.981818 
13700, 0.909091 
13800, 0.945454 
13900, 0.981818 
14000, 0.981818 
14100, 0.981818 
14200, 0.981818 
14300, 0.963636 
14400, 0.945455 
14500, 0.981818 
14600, 0.981818 
14700, 0.981818 
14800, 0.963636 
14900, 0.981818 
