步数,精度
0, 0.181818 
100, 0.181818 
200, 0.363636 
300, 0.581818 
400, 0.636364 
500, 0.745455 
600, 0.709091 
700, 0.690909 
800, 0.672727 
900, 0.745455 
1000, 0.690909 
1100, 0.8 
1200, 0.745455 
1300, 0.8 
1400, 0.745455 
1500, 0.781818 
1600, 0.818182 
1700, 0.745455 
1800, 0.781818 
1900, 0.745455 
2000, 0.781818 
2100, 0.763636 
2200, 0.727273 
2300, 0.709091 
2400, 0.8 
2500, 0.836364 
2600, 0.745455 
2700, 0.8 
2800, 0.854545 
2900, 0.8 
3000, 0.836364 
3100, 0.854545 
3200, 0.872727 
3300, 0.872727 
3400, 0.836364 
3500, 0.781818 
3600, 0.854545 
3700, 0.854545 
3800, 0.872727 
3900, 0.890909 
4000, 0.963636 
4100, 0.927273 
4200, 0.836364 
4300, 0.945455 
4400, 0.872727 
4500, 0.945454 
4600, 0.945454 
4700, 0.854545 
4800, 0.872727 
4900, 0.945454 
5000, 0.872727 
5100, 0.963636 
5200, 0.927273 
5300, 0.927273 
5400, 0.927273 
5500, 0.945454 
5600, 0.945454 
5700, 0.927273 
5800, 0.963636 
5900, 0.945455 
6000, 0.963636 
6100, 0.981818 
6200, 0.909091 
6300, 0.945454 
6400, 0.945454 
6500, 0.981818 
6600, 0.945455 
6700, 0.945454 
6800, 0.981818 
6900, 0.909091 
7000, 1 
7100, 0.981818 
7200, 0.981818 
7300, 0.945455 
7400, 0.981818 
7500, 1 
7600, 0.945454 
7700, 1 
7800, 0.963636 
7900, 0.909091 
8000, 0.981818 
8100, 0.890909 
8200, 1 
8300, 0.836364 
8400, 1 
8500, 1 
8600, 0.854545 
8700, 1 
8800, 0.981818 
8900, 1 
9000, 1 
9100, 1 
9200, 0.981818 
9300, 0.981818 
9400, 1 
9500, 1 
9600, 1 
9700, 1 
9800, 1 
9900, 0.872727 
10000, 1 
10100, 1 
10200, 0.909091 
10300, 1 
10400, 1 
10500, 1 
10600, 0.945454 
10700, 1 
10800, 0.945454 
10900, 1 
11000, 1 
11100, 0.909091 
11200, 1 
11300, 0.981818 
11400, 1 
11500, 1 
11600, 0.981818 
11700, 1 
11800, 1 
11900, 1 
12000, 1 
12100, 1 
12200, 1 
12300, 1 
12400, 1 
12500, 1 
12600, 1 
12700, 0.981818 
12800, 1 
12900, 1 
13000, 1 
13100, 1 
13200, 1 
13300, 1 
13400, 1 
13500, 1 
13600, 0.981818 
13700, 1 
13800, 1 
13900, 1 
14000, 1 
14100, 1 
14200, 1 
14300, 1 
14400, 1 
14500, 1 
14600, 0.836364 
14700, 1 
14800, 1 
14900, 1 
