步数,精度
0, 0.0909091 
100, 0.181818 
200, 0.418182 
300, 0.672727 
400, 0.654545 
500, 0.727273 
600, 0.745455 
700, 0.745455 
800, 0.781818 
900, 0.672727 
1000, 0.709091 
1100, 0.690909 
1200, 0.8 
1300, 0.781818 
1400, 0.781818 
1500, 0.854545 
1600, 0.836364 
1700, 0.836364 
1800, 0.745455 
1900, 0.781818 
2000, 0.818182 
2100, 0.890909 
2200, 0.818182 
2300, 0.890909 
2400, 0.836364 
2500, 0.872727 
2600, 0.909091 
2700, 0.836364 
2800, 0.909091 
2900, 0.872727 
3000, 0.927273 
3100, 0.890909 
3200, 0.836364 
3300, 0.854545 
3400, 0.8 
3500, 0.890909 
3600, 0.890909 
3700, 0.890909 
3800, 0.909091 
3900, 0.836364 
4000, 0.945455 
4100, 0.927273 
4200, 0.927273 
4300, 0.927273 
4400, 0.890909 
4500, 0.909091 
4600, 0.909091 
4700, 0.927273 
4800, 0.945454 
4900, 0.945454 
5000, 0.945454 
5100, 0.909091 
5200, 0.945454 
5300, 0.909091 
5400, 0.927273 
5500, 0.872727 
5600, 0.909091 
5700, 0.945455 
5800, 0.890909 
5900, 0.872727 
6000, 0.945454 
6100, 0.927273 
6200, 0.872727 
6300, 0.927273 
6400, 0.927273 
6500, 0.909091 
6600, 0.909091 
6700, 0.927273 
6800, 0.890909 
6900, 0.927273 
7000, 0.945454 
7100, 0.945454 
7200, 0.781818 
7300, 0.945455 
7400, 0.890909 
7500, 0.945455 
7600, 0.945454 
7700, 0.909091 
7800, 0.909091 
7900, 0.945454 
8000, 0.927273 
8100, 0.927273 
8200, 0.890909 
8300, 0.927273 
8400, 0.945454 
8500, 0.909091 
8600, 0.927273 
8700, 0.945455 
8800, 0.945454 
8900, 0.927273 
9000, 0.909091 
9100, 0.963636 
9200, 0.945454 
9300, 0.890909 
9400, 0.909091 
9500, 0.963636 
9600, 0.963636 
9700, 0.963636 
9800, 0.927273 
9900, 0.927273 
10000, 0.909091 
10100, 0.963636 
10200, 0.945454 
10300, 0.963636 
10400, 0.963636 
10500, 0.909091 
10600, 0.890909 
10700, 0.981818 
10800, 0.945454 
10900, 0.963636 
11000, 0.945455 
11100, 0.963636 
11200, 0.963636 
11300, 0.981818 
11400, 0.890909 
11500, 0.981818 
11600, 0.909091 
11700, 0.981818 
11800, 0.927273 
11900, 0.981818 
12000, 0.945454 
12100, 0.981818 
12200, 0.963636 
12300, 0.981818 
12400, 0.963636 
12500, 0.981818 
12600, 0.927273 
12700, 0.981818 
12800, 0.981818 
12900, 0.927273 
13000, 0.981818 
13100, 0.981818 
13200, 0.854545 
13300, 0.981818 
13400, 0.981818 
13500, 1 
13600, 1 
13700, 1 
13800, 0.981818 
13900, 0.981818 
14000, 1 
14100, 1 
14200, 0.981818 
14300, 1 
14400, 1 
14500, 1 
14600, 1 
14700, 1 
14800, 1 
14900, 1 
