步数,精度
0, 0.0181818 
100, 0.181818 
200, 0.181818 
300, 0.6 
400, 0.581818 
500, 0.618182 
600, 0.763636 
700, 0.763636 
800, 0.727273 
900, 0.745455 
1000, 0.672727 
1100, 0.763636 
1200, 0.709091 
1300, 0.854545 
1400, 0.854545 
1500, 0.818182 
1600, 0.836364 
1700, 0.836364 
1800, 0.745455 
1900, 0.818182 
2000, 0.836364 
2100, 0.854545 
2200, 0.909091 
2300, 0.909091 
2400, 0.854545 
2500, 0.890909 
2600, 0.927273 
2700, 0.927273 
2800, 0.927273 
2900, 0.963636 
3000, 0.872727 
3100, 0.963636 
3200, 0.963636 
3300, 0.963636 
3400, 0.963636 
3500, 0.963636 
3600, 0.945454 
3700, 0.981818 
3800, 0.963636 
3900, 0.945454 
4000, 0.927273 
4100, 0.909091 
4200, 0.981818 
4300, 0.963636 
4400, 0.927273 
4500, 0.981818 
4600, 0.854545 
4700, 0.909091 
4800, 0.927273 
4900, 0.981818 
5000, 0.872727 
5100, 0.945455 
5200, 0.963636 
5300, 0.945454 
5400, 0.981818 
5500, 0.945454 
5600, 0.981818 
5700, 0.981818 
5800, 0.945454 
5900, 1 
6000, 0.981818 
6100, 1 
6200, 0.981818 
6300, 1 
6400, 0.945455 
6500, 0.963636 
6600, 0.981818 
6700, 1 
6800, 0.963636 
6900, 0.981818 
7000, 0.981818 
7100, 1 
7200, 1 
7300, 1 
7400, 0.927273 
7500, 0.981818 
7600, 1 
7700, 1 
7800, 1 
7900, 1 
8000, 0.981818 
8100, 1 
8200, 1 
8300, 0.945455 
8400, 1 
8500, 0.854545 
8600, 1 
8700, 1 
8800, 1 
8900, 1 
9000, 1 
9100, 1 
9200, 1 
9300, 1 
9400, 1 
9500, 1 
9600, 1 
9700, 1 
9800, 0.945454 
9900, 1 
10000, 0.945454 
10100, 1 
10200, 1 
10300, 1 
10400, 1 
10500, 0.981818 
10600, 1 
10700, 1 
10800, 1 
10900, 1 
11000, 0.981818 
11100, 1 
11200, 1 
11300, 1 
11400, 1 
11500, 0.981818 
11600, 1 
11700, 1 
11800, 1 
11900, 1 
12000, 1 
12100, 1 
12200, 0.945455 
12300, 1 
12400, 1 
12500, 1 
12600, 1 
12700, 0.945455 
12800, 0.981818 
12900, 1 
13000, 1 
13100, 1 
13200, 1 
13300, 0.981818 
13400, 0.927273 
13500, 0.981818 
13600, 0.963636 
13700, 0.981818 
13800, 0.981818 
13900, 0.981818 
14000, 1 
14100, 1 
14200, 0.981818 
14300, 1 
14400, 0.963636 
14500, 1 
14600, 1 
14700, 1 
14800, 0.963636 
14900, 1 
