步数,精度
0, 0.09 
100, 0.181818 
200, 0.181818 
300, 0.181818 
400, 0.345455 
500, 0.581818 
600, 0.636364 
700, 0.709091 
800, 0.672727 
900, 0.745455 
1000, 0.727273 
1100, 0.763636 
1200, 0.763636 
1300, 0.781818 
1400, 0.709091 
1500, 0.763636 
1600, 0.654545 
1700, 0.781818 
1800, 0.763636 
1900, 0.727273 
2000, 0.763636 
2100, 0.781818 
2200, 0.818182 
2300, 0.818182 
2400, 0.763636 
2500, 0.8 
2600, 0.836364 
2700, 0.8 
2800, 0.763636 
2900, 0.8 
3000, 0.836364 
3100, 0.818182 
3200, 0.836364 
3300, 0.690909 
3400, 0.8 
3500, 0.836364 
3600, 0.781818 
3700, 0.836364 
3800, 0.909091 
3900, 0.781818 
4000, 0.872727 
4100, 0.909091 
4200, 0.8 
4300, 0.927273 
4400, 0.909091 
4500, 0.854545 
4600, 0.854545 
4700, 0.909091 
4800, 0.745455 
4900, 0.854545 
5000, 0.927273 
5100, 0.927273 
5200, 0.927273 
5300, 0.854545 
5400, 0.909091 
5500, 0.909091 
5600, 0.890909 
5700, 0.927273 
5800, 0.945454 
5900, 0.927273 
6000, 0.909091 
6100, 0.872727 
6200, 0.945454 
6300, 0.927273 
6400, 0.890909 
6500, 0.945454 
6600, 0.945454 
6700, 0.927273 
6800, 0.909091 
6900, 0.927273 
7000, 0.927273 
7100, 0.927273 
7200, 0.963636 
7300, 0.854545 
7400, 0.927273 
7500, 0.909091 
7600, 0.945454 
7700, 0.945455 
7800, 0.945454 
7900, 0.945454 
8000, 0.945454 
8100, 0.927273 
8200, 0.945454 
8300, 0.927273 
8400, 0.909091 
8500, 0.927273 
8600, 0.945454 
8700, 0.872727 
8800, 0.909091 
8900, 0.963636 
9000, 0.909091 
9100, 0.872727 
9200, 0.927273 
9300, 0.927273 
9400, 0.927273 
9500, 0.927273 
9600, 0.927273 
9700, 0.909091 
9800, 0.945454 
9900, 0.927273 
10000, 0.909091 
10100, 0.909091 
10200, 0.927273 
10300, 0.945454 
10400, 0.927273 
10500, 0.945455 
10600, 0.945455 
10700, 0.927273 
10800, 0.927273 
10900, 0.927273 
11000, 0.909091 
11100, 0.927273 
11200, 0.945455 
11300, 0.909091 
11400, 0.927273 
11500, 0.945454 
11600, 0.927273 
11700, 0.872727 
11800, 0.927273 
11900, 0.909091 
12000, 0.945454 
12100, 0.927273 
12200, 0.963636 
12300, 0.909091 
12400, 0.963636 
12500, 0.945454 
12600, 0.945454 
12700, 0.945454 
12800, 0.945454 
12900, 0.945455 
13000, 0.963636 
13100, 0.945454 
13200, 0.927273 
13300, 0.872727 
13400, 0.927273 
13500, 0.945454 
13600, 0.945455 
13700, 0.927273 
13800, 0.927273 
13900, 0.945455 
14000, 0.963636 
14100, 0.872727 
14200, 0.945454 
14300, 0.963636 
14400, 0.945455 
14500, 0.945454 
14600, 0.963636 
14700, 0.963636 
14800, 0.927273 
14900, 0.963636 
