步数,精度
0, 0.0363636 
100, 0.181818 
200, 0.181818 
300, 0.454545 
400, 0.654545 
500, 0.672727 
600, 0.636364 
700, 0.672727 
800, 0.690909 
900, 0.745455 
1000, 0.709091 
1100, 0.709091 
1200, 0.763636 
1300, 0.727273 
1400, 0.745455 
1500, 0.781818 
1600, 0.745455 
1700, 0.781818 
1800, 0.781818 
1900, 0.818182 
2000, 0.836364 
2100, 0.854545 
2200, 0.872727 
2300, 0.909091 
2400, 0.872727 
2500, 0.836364 
2600, 0.854545 
2700, 0.890909 
2800, 0.854545 
2900, 0.890909 
3000, 0.890909 
3100, 0.890909 
3200, 0.854545 
3300, 0.872727 
3400, 0.909091 
3500, 0.854545 
3600, 0.927273 
3700, 0.872727 
3800, 0.872727 
3900, 0.927273 
4000, 0.909091 
4100, 0.890909 
4200, 0.927273 
4300, 0.890909 
4400, 0.890909 
4500, 0.909091 
4600, 0.927273 
4700, 0.927273 
4800, 0.927273 
4900, 0.945454 
5000, 0.909091 
5100, 0.909091 
5200, 0.927273 
5300, 0.909091 
5400, 0.945455 
5500, 0.945454 
5600, 0.945454 
5700, 0.836364 
5800, 0.927273 
5900, 0.890909 
6000, 0.945455 
6100, 0.945455 
6200, 0.927273 
6300, 0.872727 
6400, 0.945454 
6500, 0.945454 
6600, 0.945454 
6700, 0.927273 
6800, 0.945455 
6900, 0.963636 
7000, 0.963636 
7100, 0.945454 
7200, 0.909091 
7300, 0.836364 
7400, 0.927273 
7500, 0.945454 
7600, 0.981818 
7700, 0.945454 
7800, 0.927273 
7900, 0.909091 
8000, 0.981818 
8100, 0.909091 
8200, 0.854545 
8300, 0.963636 
8400, 0.963636 
8500, 0.872727 
8600, 0.945454 
8700, 0.963636 
8800, 0.927273 
8900, 0.963636 
9000, 0.981818 
9100, 0.981818 
9200, 0.963636 
9300, 0.909091 
9400, 0.981818 
9500, 0.963636 
9600, 0.981818 
9700, 0.963636 
9800, 0.981818 
9900, 0.981818 
10000, 0.8 
10100, 0.981818 
10200, 0.981818 
10300, 0.927273 
10400, 0.981818 
10500, 0.981818 
10600, 0.963636 
10700, 0.981818 
10800, 0.945455 
10900, 0.963636 
11000, 0.981818 
11100, 0.981818 
11200, 0.981818 
11300, 0.927273 
11400, 0.963636 
11500, 0.981818 
11600, 0.981818 
11700, 0.981818 
11800, 1 
11900, 0.963636 
12000, 0.981818 
12100, 0.981818 
12200, 0.909091 
12300, 0.981818 
12400, 0.981818 
12500, 0.981818 
12600, 0.981818 
12700, 0.981818 
12800, 1 
12900, 1 
13000, 1 
13100, 1 
13200, 1 
13300, 0.981818 
13400, 1 
13500, 1 
13600, 0.981818 
13700, 1 
13800, 1 
13900, 1 
14000, 1 
14100, 1 
14200, 0.927273 
14300, 1 
14400, 0.945454 
14500, 1 
14600, 0.981818 
14700, 1 
14800, 1 
14900, 1 
