步数,精度
0, 0 
100, 0.181818 
200, 0.181818 
300, 0.363636 
400, 0.472727 
500, 0.654545 
600, 0.6 
700, 0.709091 
800, 0.727273 
900, 0.690909 
1000, 0.727273 
1100, 0.763636 
1200, 0.727273 
1300, 0.763636 
1400, 0.763636 
1500, 0.781818 
1600, 0.781818 
1700, 0.781818 
1800, 0.781818 
1900, 0.781818 
2000, 0.781818 
2100, 0.818182 
2200, 0.8 
2300, 0.8 
2400, 0.854545 
2500, 0.872727 
2600, 0.745455 
2700, 0.818182 
2800, 0.8 
2900, 0.836364 
3000, 0.818182 
3100, 0.836364 
3200, 0.727273 
3300, 0.854545 
3400, 0.854545 
3500, 0.890909 
3600, 0.854545 
3700, 0.836364 
3800, 0.854545 
3900, 0.890909 
4000, 0.872727 
4100, 0.854545 
4200, 0.854545 
4300, 0.890909 
4400, 0.872727 
4500, 0.890909 
4600, 0.890909 
4700, 0.927273 
4800, 0.927273 
4900, 0.909091 
5000, 0.909091 
5100, 0.818182 
5200, 0.927273 
5300, 0.909091 
5400, 0.909091 
5500, 0.818182 
5600, 0.872727 
5700, 0.909091 
5800, 0.927273 
5900, 0.927273 
6000, 0.927273 
6100, 0.890909 
6200, 0.927273 
6300, 0.945455 
6400, 0.927273 
6500, 0.909091 
6600, 0.872727 
6700, 0.927273 
6800, 0.909091 
6900, 0.927273 
7000, 0.909091 
7100, 0.945454 
7200, 0.927273 
7300, 0.945454 
7400, 0.945455 
7500, 0.927273 
7600, 0.927273 
7700, 0.909091 
7800, 0.927273 
7900, 0.945454 
8000, 0.945455 
8100, 0.945455 
8200, 0.945454 
8300, 0.945455 
8400, 0.945454 
8500, 0.963636 
8600, 0.945454 
8700, 0.963636 
8800, 0.963636 
8900, 0.945454 
9000, 0.945454 
9100, 0.945454 
9200, 0.909091 
9300, 0.963636 
9400, 0.963636 
9500, 0.927273 
9600, 0.963636 
9700, 0.963636 
9800, 0.963636 
9900, 0.909091 
10000, 0.872727 
10100, 0.963636 
10200, 0.981818 
10300, 0.963636 
10400, 0.963636 
10500, 0.963636 
10600, 1 
10700, 0.963636 
10800, 0.963636 
10900, 0.945454 
11000, 1 
11100, 0.963636 
11200, 0.981818 
11300, 0.981818 
11400, 1 
11500, 0.945454 
11600, 1 
11700, 0.981818 
11800, 1 
11900, 0.963636 
12000, 1 
12100, 0.981818 
12200, 1 
12300, 1 
12400, 1 
12500, 0.818182 
12600, 1 
12700, 0.963636 
12800, 1 
12900, 0.981818 
13000, 0.981818 
13100, 1 
13200, 0.909091 
13300, 1 
13400, 0.963636 
13500, 1 
13600, 0.836364 
13700, 0.909091 
13800, 0.945454 
13900, 0.890909 
14000, 0.927273 
14100, 0.963636 
14200, 0.909091 
14300, 0.945454 
14400, 0.945454 
14500, 0.963636 
14600, 0.927273 
14700, 0.945454 
14800, 0.945454 
14900, 0.963636 
