步数,精度
0, 0.181818 
100, 0.181818 
200, 0.181818 
300, 0.454545 
400, 0.581818 
500, 0.6 
600, 0.618182 
700, 0.654545 
800, 0.745455 
900, 0.727273 
1000, 0.709091 
1100, 0.745455 
1200, 0.727273 
1300, 0.763636 
1400, 0.727273 
1500, 0.763636 
1600, 0.690909 
1700, 0.727273 
1800, 0.763636 
1900, 0.745455 
2000, 0.727273 
2100, 0.854545 
2200, 0.8 
2300, 0.763636 
2400, 0.8 
2500, 0.763636 
2600, 0.854545 
2700, 0.854545 
2800, 0.890909 
2900, 0.818182 
3000, 0.836364 
3100, 0.890909 
3200, 0.854545 
3300, 0.872727 
3400, 0.854545 
3500, 0.872727 
3600, 0.872727 
3700, 0.890909 
3800, 0.890909 
3900, 0.909091 
4000, 0.909091 
4100, 0.836364 
4200, 0.909091 
4300, 0.927273 
4400, 0.945454 
4500, 0.927273 
4600, 0.909091 
4700, 0.945454 
4800, 0.909091 
4900, 0.909091 
5000, 0.909091 
5100, 0.927273 
5200, 0.927273 
5300, 0.872727 
5400, 0.927273 
5500, 0.890909 
5600, 0.909091 
5700, 0.890909 
5800, 0.945454 
5900, 0.836364 
6000, 0.927273 
6100, 0.927273 
6200, 0.945455 
6300, 0.927273 
6400, 0.927273 
6500, 0.872727 
6600, 0.945454 
6700, 0.945454 
6800, 0.945454 
6900, 0.945454 
7000, 0.909091 
7100, 0.963636 
7200, 0.963636 
7300, 0.963636 
7400, 0.981818 
7500, 0.963636 
7600, 0.963636 
7700, 0.890909 
7800, 0.945454 
7900, 0.945454 
8000, 0.981818 
8100, 0.945454 
8200, 0.963636 
8300, 0.890909 
8400, 0.981818 
8500, 0.945454 
8600, 0.981818 
8700, 0.945454 
8800, 0.927273 
8900, 0.963636 
9000, 0.945454 
9100, 0.981818 
9200, 0.963636 
9300, 0.981818 
9400, 0.963636 
9500, 0.963636 
9600, 1 
9700, 0.981818 
9800, 0.981818 
9900, 0.927273 
10000, 0.981818 
10100, 0.890909 
10200, 1 
10300, 0.981818 
10400, 0.981818 
10500, 0.981818 
10600, 0.981818 
10700, 1 
10800, 1 
10900, 0.945454 
11000, 1 
11100, 0.927273 
11200, 1 
11300, 0.981818 
11400, 1 
11500, 1 
11600, 0.981818 
11700, 1 
11800, 1 
11900, 1 
12000, 1 
12100, 0.927273 
12200, 0.963636 
12300, 1 
12400, 0.981818 
12500, 1 
12600, 1 
12700, 1 
12800, 1 
12900, 1 
13000, 1 
13100, 1 
13200, 1 
13300, 1 
13400, 1 
13500, 1 
13600, 1 
13700, 1 
13800, 1 
13900, 1 
14000, 1 
14100, 1 
14200, 1 
14300, 1 
14400, 1 
14500, 1 
14600, 1 
14700, 0.981818 
14800, 1 
14900, 1 
