步数,精度
0, 0 
100, 0.181818 
200, 0.181818 
300, 0.272727 
400, 0.563636 
500, 0.690909 
600, 0.672727 
700, 0.672727 
800, 0.745455 
900, 0.727273 
1000, 0.727273 
1100, 0.690909 
1200, 0.763636 
1300, 0.709091 
1400, 0.763636 
1500, 0.727273 
1600, 0.618182 
1700, 0.763636 
1800, 0.745455 
1900, 0.818182 
2000, 0.818182 
2100, 0.818182 
2200, 0.8 
2300, 0.818182 
2400, 0.763636 
2500, 0.672727 
2600, 0.854545 
2700, 0.836364 
2800, 0.854545 
2900, 0.818182 
3000, 0.854545 
3100, 0.818182 
3200, 0.836364 
3300, 0.854545 
3400, 0.872727 
3500, 0.854545 
3600, 0.854545 
3700, 0.763636 
3800, 0.836364 
3900, 0.872727 
4000, 0.872727 
4100, 0.872727 
4200, 0.854545 
4300, 0.836364 
4400, 0.872727 
4500, 0.854545 
4600, 0.854545 
4700, 0.854545 
4800, 0.890909 
4900, 0.872727 
5000, 0.781818 
5100, 0.909091 
5200, 0.890909 
5300, 0.909091 
5400, 0.872727 
5500, 0.909091 
5600, 0.8 
5700, 0.872727 
5800, 0.927273 
5900, 0.890909 
6000, 0.872727 
6100, 0.927273 
6200, 0.909091 
6300, 0.872727 
6400, 0.890909 
6500, 0.909091 
6600, 0.872727 
6700, 0.927273 
6800, 0.890909 
6900, 0.909091 
7000, 0.872727 
7100, 0.927273 
7200, 0.872727 
7300, 0.909091 
7400, 0.927273 
7500, 0.927273 
7600, 0.909091 
7700, 0.927273 
7800, 0.890909 
7900, 0.909091 
8000, 0.909091 
8100, 0.927273 
8200, 0.927273 
8300, 0.872727 
8400, 0.909091 
8500, 0.909091 
8600, 0.854545 
8700, 0.909091 
8800, 0.927273 
8900, 0.909091 
9000, 0.927273 
9100, 0.890909 
9200, 0.909091 
9300, 0.945454 
9400, 0.909091 
9500, 0.927273 
9600, 0.8 
9700, 0.945454 
9800, 0.8 
9900, 0.890909 
10000, 0.927273 
10100, 0.927273 
10200, 0.945454 
10300, 0.927273 
10400, 0.927273 
10500, 0.945454 
10600, 0.890909 
10700, 0.945455 
10800, 0.927273 
10900, 0.945455 
11000, 0.927273 
11100, 0.745455 
11200, 0.909091 
11300, 0.945455 
11400, 0.945454 
11500, 0.927273 
11600, 0.927273 
11700, 0.945454 
11800, 0.745455 
11900, 0.927273 
12000, 0.854545 
12100, 0.927273 
12200, 0.945454 
12300, 0.945455 
12400, 0.945454 
12500, 0.927273 
12600, 0.945454 
12700, 0.927273 
12800, 0.945454 
12900, 0.945454 
13000, 0.909091 
13100, 0.945455 
13200, 0.872727 
13300, 0.909091 
13400, 0.945454 
13500, 0.945454 
13600, 0.963636 
13700, 0.927273 
13800, 0.927273 
13900, 0.945454 
14000, 0.963636 
14100, 0.963636 
14200, 0.927273 
14300, 0.945454 
14400, 0.909091 
14500, 0.945454 
14600, 0.945454 
14700, 0.890909 
14800, 0.945454 
14900, 0.927273 
