步数,精度
0, 0.0909091 
100, 0.181818 
200, 0.181818 
300, 0.327273 
400, 0.545455 
500, 0.654545 
600, 0.709091 
700, 0.690909 
800, 0.672727 
900, 0.763636 
1000, 0.727273 
1100, 0.745455 
1200, 0.8 
1300, 0.727273 
1400, 0.709091 
1500, 0.745455 
1600, 0.745455 
1700, 0.745455 
1800, 0.727273 
1900, 0.781818 
2000, 0.781818 
2100, 0.836364 
2200, 0.745455 
2300, 0.836364 
2400, 0.8 
2500, 0.818182 
2600, 0.690909 
2700, 0.818182 
2800, 0.781818 
2900, 0.836364 
3000, 0.854545 
3100, 0.818182 
3200, 0.818182 
3300, 0.745455 
3400, 0.836364 
3500, 0.781818 
3600, 0.8 
3700, 0.854545 
3800, 0.836364 
3900, 0.818182 
4000, 0.836364 
4100, 0.890909 
4200, 0.818182 
4300, 0.8 
4400, 0.854545 
4500, 0.890909 
4600, 0.8 
4700, 0.836364 
4800, 0.890909 
4900, 0.8 
5000, 0.927273 
5100, 0.836364 
5200, 0.854545 
5300, 0.763636 
5400, 0.818182 
5500, 0.890909 
5600, 0.890909 
5700, 0.8 
5800, 0.945454 
5900, 0.927273 
6000, 0.890909 
6100, 0.872727 
6200, 0.745455 
6300, 0.836364 
6400, 0.909091 
6500, 0.872727 
6600, 0.945454 
6700, 0.945454 
6800, 0.890909 
6900, 0.872727 
7000, 0.909091 
7100, 0.909091 
7200, 0.945454 
7300, 0.909091 
7400, 0.927273 
7500, 0.854545 
7600, 0.909091 
7700, 0.872727 
7800, 0.927273 
7900, 0.836364 
8000, 0.890909 
8100, 0.927273 
8200, 0.945455 
8300, 0.945454 
8400, 0.927273 
8500, 0.927273 
8600, 0.854545 
8700, 0.890909 
8800, 0.945454 
8900, 0.927273 
9000, 0.945454 
9100, 0.927273 
9200, 0.927273 
9300, 0.909091 
9400, 0.945454 
9500, 0.945455 
9600, 0.872727 
9700, 0.909091 
9800, 0.945454 
9900, 0.872727 
10000, 0.854545 
10100, 0.945454 
10200, 0.927273 
10300, 0.927273 
10400, 0.945454 
10500, 0.909091 
10600, 0.927273 
10700, 0.945455 
10800, 0.963636 
10900, 0.909091 
11000, 0.836364 
11100, 0.890909 
11200, 0.909091 
11300, 0.927273 
11400, 0.927273 
11500, 0.927273 
11600, 0.909091 
11700, 0.909091 
11800, 0.945455 
11900, 0.945454 
12000, 0.909091 
12100, 0.927273 
12200, 0.890909 
12300, 0.927273 
12400, 0.890909 
12500, 0.909091 
12600, 0.945454 
12700, 0.909091 
12800, 0.927273 
12900, 0.927273 
13000, 0.890909 
13100, 0.945454 
13200, 0.890909 
13300, 0.945454 
13400, 0.909091 
13500, 0.927273 
13600, 0.872727 
13700, 0.945455 
13800, 0.909091 
13900, 0.927273 
14000, 0.963636 
14100, 0.909091 
14200, 0.945454 
14300, 0.945455 
14400, 0.927273 
14500, 0.909091 
14600, 0.927273 
14700, 0.963636 
14800, 0.945455 
14900, 0.927273 
