步数,精度
0, 0 
100, 0.181818 
200, 0.181818 
300, 0.309091 
400, 0.527273 
500, 0.545455 
600, 0.672727 
700, 0.709091 
800, 0.727273 
900, 0.709091 
1000, 0.672727 
1100, 0.763636 
1200, 0.672727 
1300, 0.709091 
1400, 0.727273 
1500, 0.781818 
1600, 0.745455 
1700, 0.727273 
1800, 0.709091 
1900, 0.781818 
2000, 0.763636 
2100, 0.818182 
2200, 0.781818 
2300, 0.8 
2400, 0.763636 
2500, 0.781818 
2600, 0.818182 
2700, 0.8 
2800, 0.781818 
2900, 0.818182 
3000, 0.818182 
3100, 0.781818 
3200, 0.836364 
3300, 0.836364 
3400, 0.818182 
3500, 0.836364 
3600, 0.8 
3700, 0.672727 
3800, 0.763636 
3900, 0.763636 
4000, 0.854545 
4100, 0.872727 
4200, 0.836364 
4300, 0.8 
4400, 0.818182 
4500, 0.8 
4600, 0.709091 
4700, 0.836364 
4800, 0.818182 
4900, 0.763636 
5000, 0.836364 
5100, 0.872727 
5200, 0.890909 
5300, 0.8 
5400, 0.927273 
5500, 0.8 
5600, 0.836364 
5700, 0.781818 
5800, 0.854545 
5900, 0.836364 
6000, 0.854545 
6100, 0.909091 
6200, 0.872727 
6300, 0.8 
6400, 0.927273 
6500, 0.872727 
6600, 0.872727 
6700, 0.872727 
6800, 0.909091 
6900, 0.890909 
7000, 0.890909 
7100, 0.890909 
7200, 0.909091 
7300, 0.909091 
7400, 0.818182 
7500, 0.872727 
7600, 0.927273 
7700, 0.872727 
7800, 0.927273 
7900, 0.927273 
8000, 0.854545 
8100, 0.890909 
8200, 0.909091 
8300, 0.890909 
8400, 0.963636 
8500, 0.927273 
8600, 0.836364 
8700, 0.909091 
8800, 0.890909 
8900, 0.890909 
9000, 0.909091 
9100, 0.909091 
9200, 0.909091 
9300, 0.909091 
9400, 0.909091 
9500, 0.854545 
9600, 0.909091 
9700, 0.872727 
9800, 0.909091 
9900, 0.909091 
10000, 0.927273 
10100, 0.945455 
10200, 0.854545 
10300, 0.890909 
10400, 0.909091 
10500, 0.927273 
10600, 0.872727 
10700, 0.927273 
10800, 0.872727 
10900, 0.945454 
11000, 0.890909 
11100, 0.872727 
11200, 0.890909 
11300, 0.927273 
11400, 0.945454 
11500, 0.909091 
11600, 0.890909 
11700, 0.945454 
11800, 0.890909 
11900, 0.890909 
12000, 0.945454 
12100, 0.890909 
12200, 0.909091 
12300, 0.963636 
12400, 0.927273 
12500, 0.945454 
12600, 0.945454 
12700, 0.836364 
12800, 0.981818 
12900, 0.945454 
13000, 0.890909 
13100, 0.963636 
13200, 0.963636 
13300, 0.945455 
13400, 0.963636 
13500, 0.963636 
13600, 0.945455 
13700, 0.963636 
13800, 0.945455 
13900, 0.945455 
14000, 0.963636 
14100, 0.927273 
14200, 0.981818 
14300, 0.945454 
14400, 0.945454 
14500, 0.981818 
14600, 0.963636 
14700, 0.945455 
14800, 0.981818 
14900, 0.981818 
